chr	start	end	adipocyte	endothelial_cell	colon_fibroblasts	heart_fibroblasts	dermal_fibroblast	skeletal_muscle	smooth_muscle	heart_cardiomyocyte	bone_osteoblast	oligodendrocyte	neuron	hepatocyte	pancreas_duct	pancreas_acinar	pancreas_delta	pancreas_beta	pancreas_alpha	kidney_epithelial	thyroid_epithelial	fallopian_epithelial	ovary_epithelial	erythrocyte_progenitor	T-cell	NK-cell	monocyte	granulocyte	B-cell	epiderminal_keratinocyte	head_neck_epithelial	lung_epithelial	prostate_epithelial	bladder_epithelial	breast_luminal	breast_basal	lung_alveolar_epithelial	gallbladder	gastric_epithelial	colon_epithelial	small_int_epithelial
chr1	15792751	15792767	0.93	0.96	0.98	0.94	0.94	0.96	0.94	0.94	0.97	0.97	0.96	0.95	0.95	0.93	0.95	0.97	0.95	0.70	0.96	0.98	0.96	0.83	0.97	0.98	0.98	0.98	0.96	0.96	0.97	0.95	0.95	0.97	0.95	0.96	0.95	0.92	0.95	0.76	0.04
chr1	17761525	17761536	0.93	0.92	0.92	0.88	0.86	0.93	0.90	0.98	0.87	0.96	0.96	0.95	0.88	0.94	0.88	0.95	0.91	0.94	0.95	0.90	0.81	0.72	0.95	0.95	0.95	0.94	0.95	0.67	0.92	0.92	0.27	0.80	0.90	0.89	0.93	0.97	0.94	0.82	0.85
chr1	20029350	20029407	0.92	0.92	0.91	0.05	0.87	0.88	0.77	0.72	0.77	0.93	0.95	0.93	0.94	0.86	0.92	0.91	0.90	0.93	0.91	0.93	0.95	0.73	0.93	0.95	0.96	0.97	0.97	0.96	0.94	0.94	0.94	0.97	0.94	0.91	0.94	0.93	0.95	0.97	0.96
chr1	20029470	20029505	0.88	0.87	0.83	0.05	0.71	0.88	0.63	0.90	0.73	0.92	0.94	0.85	0.93	0.79	0.91	0.89	0.82	0.94	0.88	0.94	0.96	0.67	0.91	0.95	0.95	0.91	0.94	0.98	0.93	0.92	0.97	0.91	0.94	0.95	0.90	0.89	0.93	0.97	0.96
chr1	22003543	22003866	0.91	0.93	0.86	0.91	0.81	0.81	0.85	0.97	0.87	0.94	0.96	0.95	0.95	0.02	0.95	0.96	0.96	0.95	0.95	0.96	0.90	0.63	0.94	0.94	0.96	0.95	0.91	0.93	0.85	0.91	0.94	0.94	0.97	0.96	0.95	0.88	0.94	0.96	0.95
chr1	22707901	22707940	0.89	0.84	0.90	0.93	0.97	0.94	0.88	0.95	0.90	0.95	0.91	0.92	0.96	0.93	0.84	0.02	0.38	0.94	0.93	0.95	0.90	0.68	0.90	0.94	0.95	0.94	0.94	0.88	0.82	0.80	0.93	0.88	0.96	0.96	0.88	0.97	0.87	0.90	0.89
chr1	25202177	25202202	0.93	0.95	0.91	0.88	0.93	0.92	0.85	0.98	0.90	0.95	0.97	0.97	0.98	0.95	0.95	0.98	0.94	0.97	0.86	0.97	0.98	0.77	0.90	0.96	0.95	0.97	0.94	0.92	0.69	0.05	0.90	0.96	0.98	0.98	0.61	0.93	0.96	0.96	0.97
chr1	27269525	27269535	0.96	0.97	0.95	0.94	0.99	0.99	0.95	0.96	0.94	0.08	0.90	0.99	0.99	0.98	0.96	0.98	0.97	0.99	0.98	0.98	0.94	0.89	0.96	0.97	0.97	0.98	0.97	0.91	0.97	0.98	0.98	0.98	1.00	0.98	0.98	0.98	0.98	0.97	0.98
chr1	28400233	28400328	0.94	0.97	0.95	0.95	0.89	0.90	0.94	0.97	0.91	0.96	0.96	0.98	0.98	0.96	0.97	0.95	0.97	0.86	0.90	0.06	0.07	0.84	0.96	0.98	0.97	0.97	0.98	0.93	0.95	0.96	0.97	0.97	0.97	0.96	0.97	0.96	0.96	0.96	0.95
chr1	28400640	28400737	0.97	0.97	0.96	0.96	0.95	0.97	0.94	0.98	0.90	0.97	0.97	0.96	0.96	0.97	0.98	0.97	0.98	0.96	0.94	0.07	0.14	0.85	0.97	0.98	0.97	0.94	0.97	0.94	0.94	0.97	0.97	0.97	0.99	0.96	0.96	0.97	0.81	0.97	0.97
chr1	29052805	29053268	0.79	0.87	0.88	0.84	0.61	0.67	0.68	0.94	0.81	0.95	0.93	0.97	0.96	0.93	0.06	0.81	0.94	0.90	0.91	0.94	0.92	0.91	0.96	0.96	0.97	0.96	0.82	0.94	0.92	0.92	0.97	0.96	0.97	0.96	0.95	0.88	0.89	0.95	0.87
chr1	29259771	29260246	0.01	0.03	0.03	0.02	0.12	0.02	0.02	0.01	0.03	0.02	0.02	0.01	0.06	0.04	0.03	0.08	0.03	0.02	0.04	0.02	0.05	0.00	0.02	0.01	0.01	0.01	0.02	0.02	0.01	0.04	0.09	0.80	0.01	0.02	0.17	0.02	0.01	0.01	0.02
chr1	31946120	31946203	0.97	0.97	0.93	0.96	0.94	0.94	0.95	0.95	0.95	0.96	0.97	0.97	0.98	0.96	0.97	0.98	0.96	0.97	0.96	0.98	0.97	0.84	0.96	0.98	0.98	0.97	0.97	0.94	0.95	0.95	0.97	0.96	0.96	0.96	0.95	0.94	0.17	0.94	0.94
chr1	32215992	32216035	0.92	0.96	0.97	0.93	0.93	0.94	0.93	0.97	0.85	0.92	0.89	0.98	0.98	0.99	0.98	0.97	0.98	0.97	0.98	0.95	0.95	0.91	0.96	0.97	0.95	0.94	0.96	0.88	0.95	0.95	0.88	0.96	0.95	0.97	0.98	0.91	0.96	0.03	0.57
chr1	32252846	32253137	0.86	0.90	0.77	0.81	0.90	0.88	0.80	0.95	0.81	0.95	0.97	0.94	0.92	0.81	0.93	0.93	0.93	0.92	0.83	0.91	0.85	0.64	0.03	0.63	0.93	0.96	0.79	0.90	0.86	0.86	0.90	0.89	0.97	0.97	0.82	0.92	0.84	0.80	0.77
chr1	32253200	32253572	0.90	0.93	0.71	0.87	0.91	0.87	0.85	0.94	0.83	0.92	0.95	0.94	0.96	0.83	0.93	0.93	0.90	0.89	0.93	0.93	0.92	0.70	0.05	0.59	0.92	0.95	0.59	0.93	0.92	0.93	0.95	0.95	0.94	0.96	0.92	0.95	0.94	0.94	0.94
chr1	32254316	32255187	0.92	0.95	0.83	0.84	0.89	0.89	0.85	0.94	0.80	0.93	0.96	0.94	0.96	0.90	0.93	0.95	0.94	0.95	0.92	0.95	0.94	0.69	0.11	0.65	0.93	0.96	0.77	0.92	0.90	0.92	0.95	0.93	0.96	0.97	0.93	0.96	0.95	0.94	0.93
chr1	33144119	33144340	0.92	0.94	0.90	0.89	0.93	0.94	0.87	0.96	0.88	0.95	0.97	0.97	0.97	0.94	0.95	0.94	0.92	0.96	0.95	0.97	0.95	0.49	0.95	0.97	0.95	0.96	0.97	0.94	0.94	0.93	0.77	0.13	0.97	0.96	0.95	0.94	0.95	0.95	0.95
chr1	33539006	33539129	0.92	0.93	0.90	0.83	0.88	0.90	0.84	0.93	0.78	0.94	0.92	0.90	0.91	0.94	0.88	0.89	0.89	0.91	0.88	0.91	0.91	0.69	0.93	0.95	0.96	0.96	0.94	0.92	0.92	0.93	0.68	0.08	0.95	0.94	0.95	0.95	0.87	0.79	0.73
chr1	39343259	39343380	0.96	0.95	0.98	0.95	1.00	0.95	0.93	0.95	0.93	0.98	0.96	0.97	0.99	0.95	0.96	0.99	0.99	0.98	0.95	0.96	0.96	0.00	0.96	0.97	0.97	0.96	0.97	0.76	0.96	0.97	0.96	0.96	0.99	0.95	0.97	0.93	0.96	0.96	0.85
chr1	40231129	40231936	0.96	0.91	0.93	0.91	0.92	0.93	0.92	0.97	0.92	0.95	0.94	0.97	0.92	0.95	0.36	0.10	0.75	0.97	0.95	0.95	0.96	0.83	0.94	0.96	0.97	0.95	0.88	0.88	0.96	0.96	0.97	0.97	0.97	0.96	0.96	0.92	0.93	0.95	0.95
chr1	40425367	40425407	0.79	0.91	0.85	0.83	0.82	0.73	0.83	0.91	0.84	0.92	0.93	0.93	0.94	0.94	0.92	0.93	0.93	0.91	0.91	0.84	0.93	0.72	0.93	0.87	0.09	0.00	0.91	0.83	0.91	0.92	0.94	0.94	0.99	0.97	0.91	0.94	0.94	0.95	0.94
chr1	41020329	41020557	0.95	0.95	0.95	0.94	0.93	0.94	0.91	0.95	0.92	0.94	0.96	0.97	0.95	0.94	0.93	0.96	0.96	0.96	0.15	0.96	0.96	0.88	0.96	0.97	0.96	0.96	0.96	0.94	0.94	0.91	0.95	0.94	0.98	0.96	0.11	0.93	0.91	0.90	0.86
chr1	43495297	43495412	0.94	0.95	0.91	0.91	0.93	0.93	0.92	0.90	0.93	0.93	0.93	0.96	0.99	0.94	0.93	0.94	0.94	0.96	0.91	0.96	0.96	0.30	0.93	0.92	0.96	0.92	0.94	0.92	0.96	0.95	0.95	0.89	0.96	0.97	0.07	0.96	0.89	0.93	0.87
chr1	44320338	44321142	0.92	0.90	0.89	0.92	0.81	0.90	0.78	0.95	0.87	0.95	0.95	0.96	0.96	0.90	0.13	0.52	0.90	0.95	0.94	0.95	0.90	0.76	0.94	0.94	0.96	0.94	0.96	0.92	0.95	0.94	0.93	0.95	0.96	0.96	0.92	0.96	0.94	0.94	0.95
chr1	45660220	45660330	0.81	0.88	0.86	0.88	0.78	0.47	0.85	0.85	0.25	0.86	0.87	0.87	0.86	0.83	0.69	0.02	0.78	0.87	0.88	0.91	0.90	0.90	0.95	0.94	0.96	0.93	0.96	0.91	0.92	0.91	0.90	0.92	0.90	0.81	0.85	0.88	0.89	0.90	0.90
chr1	46374234	46374406	0.90	0.96	0.92	0.91	0.94	0.87	0.89	0.95	0.93	0.92	0.95	0.95	0.98	0.97	0.97	0.96	0.97	0.96	0.96	0.98	0.95	0.78	0.94	0.95	0.17	0.37	0.93	0.87	0.95	0.95	0.98	0.96	0.97	0.98	0.95	0.94	0.96	0.96	0.96
chr1	46497723	46497813	0.96	0.94	0.93	0.92	0.92	0.96	0.88	0.99	0.88	0.97	0.97	0.97	0.70	0.96	0.95	0.91	0.96	0.93	0.97	0.09	0.09	0.83	0.95	0.97	0.97	0.96	0.96	0.94	0.95	0.97	0.97	0.96	0.99	0.97	0.98	0.98	0.94	0.97	0.97
chr1	50854910	50855061	0.47	0.29	0.85	0.83	0.93	0.77	0.84	0.93	0.81	0.95	0.88	0.95	0.98	0.95	0.98	0.98	0.98	0.96	0.95	0.98	0.98	0.87	0.97	0.97	0.96	0.97	0.96	0.93	0.96	0.98	0.97	0.97	0.96	0.94	0.98	0.97	0.97	0.97	0.97
chr1	52075718	52075961	0.96	0.96	0.95	0.94	0.96	0.94	0.93	0.97	0.93	0.97	0.90	0.87	0.93	0.86	0.95	0.96	0.95	0.98	0.96	0.98	0.96	0.00	0.97	0.98	0.98	0.98	0.97	0.93	0.95	0.96	0.97	0.95	0.99	0.98	0.97	0.81	0.89	0.84	0.75
chr1	53330329	53330405	0.87	0.91	0.86	0.90	0.89	0.77	0.90	0.96	0.89	0.94	0.94	0.92	0.91	0.91	0.93	0.95	0.97	0.94	0.97	0.93	0.92	0.78	0.93	0.87	0.72	0.04	0.94	0.89	0.93	0.92	0.96	0.91	0.95	0.95	0.93	0.94	0.94	0.93	0.94
chr1	53970626	53971350	0.96	0.96	0.96	0.95	0.96	0.96	0.93	0.96	0.95	0.97	0.97	0.98	0.98	0.96	0.96	0.96	0.98	0.97	0.96	0.98	0.96	0.81	0.96	0.97	0.97	0.97	0.97	0.91	0.75	0.06	0.84	0.94	0.97	0.97	0.81	0.96	0.97	0.97	0.96
chr1	58899735	58899761	0.93	0.94	0.94	0.92	0.93	0.85	0.91	0.96	0.96	0.86	0.93	0.98	0.98	0.95	0.97	0.98	0.98	0.98	0.95	0.98	0.97	0.90	0.96	0.95	0.94	0.96	0.95	0.93	0.96	0.93	0.95	0.98	0.98	0.97	0.95	0.96	0.98	0.08	0.43
chr1	60640032	60640339	0.95	0.95	0.92	0.89	0.94	0.95	0.84	0.95	0.90	0.95	0.96	0.92	0.96	0.89	0.93	0.94	0.93	0.95	0.94	0.96	0.94	0.77	0.94	0.94	0.97	0.96	0.96	0.89	0.79	0.93	0.15	0.54	0.96	0.95	0.93	0.90	0.84	0.77	0.85
chr1	61748793	61748814	0.98	0.97	0.94	0.95	0.98	0.96	0.95	0.99	0.98	0.97	0.97	0.83	0.98	0.99	0.96	0.90	0.97	0.08	0.83	0.78	0.75	0.78	0.97	0.96	0.98	0.99	0.97	0.94	0.80	0.96	0.93	0.96	0.99	0.95	0.93	0.45	0.97	0.98	0.97
chr1	62706822	62706964	0.96	0.96	0.92	0.92	0.94	0.95	0.91	0.97	0.95	0.97	0.96	0.98	0.99	0.96	0.95	0.93	0.98	0.74	0.87	0.91	0.95	0.80	0.94	0.95	0.95	0.98	0.95	0.95	0.96	0.97	0.98	0.95	0.97	0.97	0.95	0.92	0.06	0.89	0.94
chr1	63919297	63919344	0.88	0.88	0.80	0.92	0.90	0.71	0.87	0.98	0.84	0.75	0.93	0.92	0.02	0.88	0.92	0.87	0.93	0.81	0.94	0.86	0.75	0.67	0.93	0.95	0.96	0.94	0.94	0.93	0.96	0.95	0.81	0.96	0.80	0.65	0.91	0.88	0.95	0.96	0.95
chr1	67558738	67558837	0.92	0.95	0.89	0.93	0.94	0.92	0.94	0.96	0.91	0.95	0.92	0.52	0.98	0.89	0.96	0.93	0.94	0.97	0.97	0.95	0.94	0.01	0.93	0.94	0.95	0.94	0.95	0.94	0.96	0.94	0.96	0.96	0.97	0.96	0.95	0.95	0.95	0.96	0.97
chr1	67764253	67764691	0.95	0.94	0.83	0.94	0.94	0.94	0.91	0.95	0.96	0.93	0.95	0.95	0.96	0.90	0.01	0.05	0.64	0.92	0.95	0.96	0.95	0.61	0.80	0.91	0.92	0.97	0.79	0.94	0.96	0.95	0.97	0.97	0.97	0.96	0.93	0.68	0.86	0.89	0.66
chr1	68256152	68256269	0.93	0.94	0.89	0.86	0.91	0.93	0.85	0.96	0.80	0.97	0.96	0.87	0.98	0.98	0.91	0.94	0.93	0.97	0.86	0.95	0.95	0.80	0.86	0.95	0.89	0.77	0.92	0.81	0.11	0.67	0.94	0.95	0.89	0.92	0.94	0.95	0.95	0.94	0.95
chr1	68331670	68331783	0.92	0.89	0.76	0.20	0.84	0.94	0.31	0.98	0.76	0.97	0.96	0.95	0.99	0.91	0.98	0.98	0.98	0.98	0.98	0.96	0.69	0.66	0.85	0.94	0.95	0.98	0.90	0.98	0.94	0.98	0.97	0.88	0.97	0.98	0.97	0.99	0.95	0.95	0.94
chr1	70195694	70195888	0.97	0.97	0.94	0.94	0.94	0.95	0.95	0.98	0.94	0.97	0.97	0.98	0.97	0.97	0.97	0.95	0.98	0.21	0.97	0.98	0.97	0.91	0.96	0.96	0.97	0.97	0.97	0.95	0.96	0.98	0.97	0.97	0.98	0.98	0.98	0.97	0.97	0.97	0.97
chr1	70216037	70216305	0.92	0.92	0.89	0.94	0.95	0.83	0.90	0.93	0.94	0.07	0.84	0.96	0.95	0.94	0.97	0.96	0.95	0.97	0.96	0.97	0.94	0.89	0.96	0.96	0.98	0.97	0.95	0.92	0.90	0.78	0.93	0.97	0.90	0.89	0.96	0.93	0.90	0.96	0.95
chr1	75188687	75188722	0.87	0.88	0.85	0.05	0.82	0.87	0.51	0.93	0.85	0.97	0.97	0.88	0.91	0.71	0.86	0.92	0.88	0.95	0.92	0.93	0.89	0.64	0.91	0.92	0.95	0.93	0.92	0.91	0.91	0.93	0.89	0.88	0.94	0.90	0.93	0.94	0.91	0.92	0.95
chr1	77982568	77983020	0.96	0.96	0.94	0.95	0.94	0.88	0.93	0.96	0.88	0.95	0.94	0.95	0.94	0.04	0.96	0.94	0.97	0.97	0.94	0.98	0.96	0.89	0.96	0.97	0.97	0.98	0.97	0.95	0.96	0.93	0.97	0.97	0.98	0.96	0.96	0.18	0.95	0.97	0.96
chr1	86507626	86507798	0.96	0.96	0.93	0.96	0.97	0.93	0.96	0.97	0.96	0.96	0.97	0.94	0.97	0.93	0.94	0.97	0.89	0.97	0.91	0.99	0.98	0.82	0.95	0.97	0.97	0.96	0.96	0.93	0.96	0.89	0.97	0.97	0.99	0.98	0.12	0.98	0.92	0.98	0.96
chr1	91455484	91455499	0.94	0.89	0.92	0.14	0.88	0.95	0.62	0.99	0.89	0.94	0.94	0.91	0.97	0.96	0.98	0.98	0.93	0.97	0.95	0.94	0.96	0.72	0.95	0.97	0.97	0.95	0.93	0.90	0.96	0.96	0.95	0.90	0.96	0.95	0.97	0.93	0.90	0.95	0.97
chr1	94055211	94055328	0.95	0.96	0.89	0.92	0.94	0.92	0.92	0.95	0.89	0.95	0.89	0.93	0.97	0.82	0.89	0.93	0.89	0.97	0.93	0.98	0.96	0.65	0.93	0.96	0.97	0.98	0.92	0.75	0.87	0.94	0.91	0.95	0.51	0.05	0.97	0.96	0.97	0.97	0.97
chr1	96718870	96719207	0.97	0.97	0.95	0.91	0.95	0.96	0.93	0.97	0.94	0.96	0.97	0.97	0.98	0.96	0.96	0.96	0.96	0.97	0.96	0.98	0.96	0.86	0.96	0.97	0.98	0.98	0.96	0.93	0.10	0.35	0.96	0.94	0.98	0.97	0.96	0.60	0.95	0.94	0.95
chr1	96719541	96719723	0.94	0.96	0.95	0.95	0.84	0.94	0.92	0.98	0.91	0.97	0.97	0.94	0.94	0.88	0.94	0.95	0.95	0.97	0.95	0.89	0.91	0.87	0.96	0.97	0.97	0.98	0.96	0.92	0.03	0.04	0.95	0.89	0.94	0.97	0.92	0.42	0.92	0.96	0.97
