chr	start
chr1	165829145
chr1	165829145
chr1	165829183
chr1	165829183
chr1	166165109
chr1	167439472
chr1	167439472
chr1	167439498
chr1	167439498
chr1	167439604
chr1	167439604
chr1	167439604
chr1	167518058
chr1	167518058
chr1	167518396
chr1	167518396
chr1	167747148
chr1	167913202
chr1	169909711
chr1	170660414
chr1	170660929
chr1	171185473
chr1	171745160
chr1	172659374
chr1	172705019
chr1	174021261
chr1	174021261
chr1	178341399
chr1	178341410
chr1	179047098
chr1	180942441
chr1	181318667
chr1	181318669
chr1	182614933
chr1	182615206
chr1	182791765
chr1	183945054
chr1	184838870
chr1	198153066
chr1	198621608
chr1	201024970
chr1	201170750
chr1	201225923
chr1	201540180
chr1	201540188
chr1	201648719
chr1	201648725
chr1	201739708
chr1	201740007
chr1	201740007
chr1	202009821
chr1	202009821
chr1	203087347
chr1	203087376
chr1	203128939
chr1	203128957
chr1	203629445
chr1	203629466
chr1	203629495
chr1	203629633
chr1	203769671
chr1	204155030
chr1	204287718
chr1	204432285
chr1	204731688
chr1	204982038
chr1	205043321
chr1	205357309
chr1	205719632
chr1	206508045
chr1	206557302
chr1	206865151
chr1	206909483
chr1	207868534
chr1	207868542
chr1	209938058
chr1	210222838
chr1	210234128
chr1	210234135
chr1	210234139
chr1	210234211
chr1	210234243
chr1	211258225
chr1	212235267
chr1	212433414
chr1	212665423
chr1	212789750
chr1	213124718
chr1	214288136
chr1	214464727
chr1	219661195
chr1	219661239
chr1	219958973
chr1	219958973
chr1	221563690
chr1	221563864
chr1	222814775
chr1	223712991
chr1	223888197
chr1	224392753
chr1	224503573
chr1	224510378
chr1	224618051
chr1	225674586
chr1	225889928
chr1	226115785
chr1	226739244
chr1	226739263
chr1	226739267
chr1	227775470
chr1	227775470
chr1	228008497
chr1	228008497
chr1	228008526
chr1	228008526
chr1	228037832
chr1	228037905
chr1	228136319
chr1	228164711
chr1	228164748
chr1	228341212
chr1	228379017
chr1	229116327
chr1	229116327
chr1	229116365
chr1	229116365
chr1	229270914
chr1	229270934
chr1	229270964
chr1	230279801
chr1	230322215
chr1	230322233
chr1	230822995
chr1	230822995
chr1	232805507
chr1	233613887
chr1	233613897
chr1	234683999
chr1	234899940
chr1	235867796
chr1	235867796
chr1	235867796
chr1	236065441
chr1	236065441
chr1	236065444
chr1	236065444
chr1	236065455
chr1	236065455
chr1	236761092
chr1	239386983
chr1	239387003
chr1	244730201
chr1	246767634
chr1	246767653
chr1	246775914
chr1	246775947
chr1	247448200
chr1	247640386
chr1	248853878
chr2	46465
chr2	468179
chr2	469781
chr2	469790
chr2	930243
chr2	1414256
chr2	1414301
chr2	1422529
chr2	1422529
chr2	1643413
chr2	1643413
chr2	1643425
chr2	1643425
chr2	1854968
chr2	1882314
chr2	1882314
chr2	1882333
chr2	1882333
chr2	1882355
chr2	1882355
chr2	3169433
chr2	3169482
chr2	3285940
chr2	3288986
chr2	3414709
chr2	3414709
chr2	3414759
chr2	3414759
chr2	3414870
chr2	3421916
chr2	3448636
chr2	3448666
chr2	3448772
chr2	3448772
chr2	3448792
chr2	3448792
chr2	3465383
chr2	3554166
chr2	3779020
chr2	3779031
chr2	5366095
chr2	6877656
chr2	7024396
chr2	8203580
chr2	8455940
chr2	8683519
chr2	8683519
chr2	8683553
chr2	8683553
chr2	8683626
chr2	8709832
chr2	8709890
chr2	8709936
chr2	8838071
chr2	8838095
chr2	9143141
chr2	9143163
chr2	9207163
chr2	9470492
chr2	9648817
chr2	9813992
chr2	10427717
chr2	10427717
chr2	10475779
chr2	10475917
chr2	10526459
chr2	10526459
chr2	10546837
chr2	10546849
chr2	10583378
chr2	10810385
chr2	10978438
chr2	11023829
chr2	11105281
chr2	11105331
chr2	11347829
chr2	11539753
chr2	11777661
chr2	12712901
chr2	12722211
chr2	14632610
chr2	14634922
chr2	16050694
chr2	16609046
chr2	16609046
chr2	16609070
chr2	16609070
chr2	17649357
chr2	17817070
chr2	18554866
chr2	18721573
chr2	18976570
chr2	19359047
chr2	19361851
chr2	20822805
chr2	20822827
chr2	23562273
chr2	23656267
chr2	24115374
chr2	25304478
chr2	25304478
chr2	25304497
chr2	25304497
chr2	25377883
chr2	26172589
chr2	26184874
chr2	26184874
chr2	26457610
chr2	26788982
chr2	27150220
chr2	27150220
chr2	27150260
chr2	27150260
chr2	27275417
chr2	27275427
chr2	27275466
chr2	27306920
chr2	28359809
chr2	28635050
chr2	29115566
chr2	30231280
chr2	31236977
chr2	36563042
chr2	37415350
chr2	37672810
chr2	38130267
chr2	38665816
chr2	38666095
chr2	38666095
chr2	38666109
chr2	38666109
chr2	39400128
chr2	42133030
chr2	42792857
chr2	42792873
chr2	42975334
chr2	42975334
chr2	42975334
chr2	42975341
chr2	42975341
chr2	42975341
chr2	43220000
chr2	43224703
chr2	43224703
chr2	43224729
chr2	43224729
chr2	43831864
chr2	43831955
chr2	43838541
chr2	43838581
chr2	43838586
chr2	44286618
chr2	45886736
chr2	54384769
chr2	54558046
chr2	54558658
chr2	54628797
chr2	55010285
chr2	55282643
chr2	55282643
chr2	55415758
chr2	55516800
chr2	56448806
chr2	61144982
chr2	61145003
chr2	61145030
chr2	61145091
chr2	61145121
chr2	61539397
chr2	61582504
chr2	62571230
chr2	63047480
chr2	63054004
chr2	63056804
chr2	63056832
chr2	63056931
chr2	63058290
chr2	63058914
chr2	64767267
chr2	66071108
chr2	66435678
chr2	69172443
chr2	69828587
chr2	70005437
chr2	70133018
chr2	70133018
chr2	70768217
chr2	70768219
chr2	71276610
chr2	71276610
chr2	71276612
chr2	71276612
chr2	72883528
chr2	72924328
chr2	72924466
chr2	73986635
chr2	73986635
chr2	74003183
chr2	74460481
chr2	74498079
chr2	74498081
chr2	74516310
chr2	74526632
chr2	75199962
chr2	75493385
chr2	75493415
chr2	75711147
chr2	75711147
chr2	75711163
chr2	75711163
chr2	79511456
chr2	79511493
chr2	79511513
chr2	84908699
chr2	85437703
chr2	85753608
chr2	85753619
chr2	85753633
chr2	85753680
chr2	85772750
chr2	86028681
chr2	86785687
chr2	86788690
chr2	86791821
chr2	86791835
chr2	86792069
chr2	86792489
chr2	86793814
chr2	86807077
chr2	86809877
chr2	86821366
chr2	86821624
chr2	86832079
chr2	88017328
chr2	88017328
chr2	88017339
chr2	88017339
chr2	88859676
chr2	88859676
chr2	88859693
chr2	88859693
chr2	96762238
chr2	96864916
chr2	96864946
chr2	96864958
chr2	97734687
chr2	97734708
chr2	97735085
chr2	97737760
chr2	97737798
chr2	97891014
chr2	98448958
chr2	98664467
chr2	100001937
chr2	100001937
chr2	100001976
chr2	100001976
chr2	100001976
chr2	100002004
chr2	100002004
chr2	101698635
chr2	102417293
chr2	102417339
chr2	102479179
chr2	104747078
chr2	104758537
chr2	104856011
chr2	105103460
chr2	105821664
chr2	106310864
chr2	106342801
chr2	106343397
chr2	106343397
chr2	106343412
chr2	106343412
chr2	106343422
chr2	106343422
chr2	106886345
chr2	111117366
chr2	112181985
chr2	112182832
chr2	112183667
chr2	118833568
chr2	118849170
chr2	118849170
chr2	118850309
chr2	118850309
chr2	119223007
chr2	119678463
chr2	121077013
chr2	127060525
chr2	127060555
chr2	127295202
chr2	127411411
chr2	127416174
chr2	127423253
chr2	127423737
chr2	127423749
chr2	127631301
chr2	127700707
chr2	128345588
chr2	128345590
chr2	130356859
chr2	130964119
chr2	132670929
chr2	132670937
chr2	132670950
chr2	135169064
chr2	135985890
chr2	143691117
chr2	143937511
chr2	144329216
chr2	145012471
chr2	147844935
chr2	148887990
chr2	149010291
chr2	151289964
chr2	157875187
chr2	157875187
chr2	157875224
chr2	157875224
chr2	159616740
chr2	159904574
chr2	163736341
chr2	163736344
chr2	165794789
chr2	165794810
chr2	169923259
chr2	170711902
chr2	170711902
chr2	170712016
chr2	170712622
chr2	170712634
chr2	171086733
chr2	172090784
chr2	172462219
chr2	172462219
chr2	172465667
chr2	173355897
chr2	176071853
chr2	176071853
chr2	176073229
chr2	176073243
chr2	176091845
chr2	176098587
chr2	176098625
chr2	176119087
chr2	176119087
chr2	176119199
chr2	176122497
chr2	176122734
chr2	176122734
chr2	176122737
chr2	176122737
chr2	176123190
chr2	176123190
chr2	176123475
chr2	176128904
chr2	176129720
chr2	176130036
chr2	176130036
chr2	176150268
chr2	176155888
chr2	176157098
chr2	176157171
chr2	176158988
chr2	176158988
chr2	176159032
chr2	176159032
chr2	176174840
chr2	176174840
chr2	176178061
chr2	176178214
chr2	176178419
chr2	176178527
chr2	176188546
chr2	176188555
chr2	176188557
chr2	176188564
chr2	176188567
chr2	177240066
chr2	178108338
chr2	178108352
chr2	178108365
chr2	178531158
chr2	178531185
chr2	178531208
chr2	181586810
chr2	189534532
chr2	190534030
chr2	190534030
chr2	190534043
chr2	190534043
chr2	190534080
chr2	190534080
chr2	196988180
chr2	199456027
chr2	199470835
chr2	200306067
chr2	200306083
chr2	200477859
chr2	200861416
chr2	200861416
chr2	200861416
chr2	200864960
chr2	200864960
chr2	201117587
chr2	201258109
chr2	203705310
chr2	203705344
chr2	207236610
chr2	207930190
chr2	210153639
chr2	214411114
chr2	216013224
chr2	216013224
chr2	216013261
chr2	216013261
chr2	216607319
chr2	217921186
chr2	218393037
chr2	218871827
chr2	218871827
chr2	218871827
chr2	218960578
chr2	218984411
chr2	218984413
chr2	219249567
chr2	219484486
chr2	219514274
chr2	219514274
chr2	219514278
chr2	219514278
chr2	219514322
chr2	219514322
chr2	219514322
chr2	219514322
chr2	219514336
chr2	219514336
chr2	219514336
chr2	219514369
chr2	219514369
chr2	219514369
chr2	219514477
chr2	219547884
chr2	223915692
chr2	224402126
chr2	224532670
chr2	227320680
chr2	230416163
chr2	230416163
chr2	230416188
chr2	230416188
chr2	230416192
chr2	230416192
chr2	230878019
chr2	231248531
chr2	231355837
chr2	231355854
chr2	231398319
chr2	232333880
chr2	232333880
chr2	232928022
chr2	233117175
chr2	233202499
chr2	233485895
chr2	235392211
chr2	235534173
chr2	235597769
chr2	235711104
chr2	235711123
chr2	235764040
chr2	235868433
chr2	235868478
chr2	235980125
chr2	236168168
chr2	236168172
chr2	236567966
chr2	236634019
chr2	236634019
chr2	236634063
chr2	236634063
chr2	237669733
chr2	237669733
chr2	237708545
chr2	238081767
chr2	238100477
chr2	238633786
chr2	239049858
chr2	239052858
chr2	239094190
chr2	239118393
chr2	239118523
chr2	239250916
chr2	239250949
chr2	239283712
chr2	239283712
chr2	239292180
chr2	239303447
chr2	239318424
chr2	239608048
chr2	240245781
chr2	240245809
chr2	240642213
chr2	240757607
chr2	240875777
chr2	240888447
chr2	240983361
chr2	241031889
chr2	241065408
chr2	241200509
chr2	241230751
chr2	241230751
chr2	241230751
chr2	241230751
chr2	241230796
chr2	241230796
chr2	241230796
chr2	241230796
chr2	241230796
chr2	241230821
chr2	241230821
chr2	241230821
chr2	241273469
chr2	241273481
chr2	241273486
chr2	241579928
chr2	241666938
chr2	241677550
chr2	241678520
chr2	241678520
chr2	241678531
chr2	241678531
chr2	241759396
chr2	241759430
chr2	241816118
chr2	241933752
chr2	242012279
chr3	4981625
chr3	8629675
chr3	9216828
chr3	9422752
chr3	9422752
chr3	9862727
chr3	9862727
chr3	9862873
chr3	9915347
chr3	9915347
chr3	9915537
chr3	9915537
chr3	9952250
chr3	9952377
chr3	9952377
chr3	9952421
chr3	9952421
chr3	11551175
chr3	11551175
chr3	12291281
chr3	12953377
chr3	12953377
chr3	12953419
chr3	12953419
chr3	12967300
chr3	12967458
chr3	12967469
chr3	12967626
chr3	12967626
chr3	12967632
chr3	12967632
chr3	13042474
chr3	13650702
chr3	13650702
chr3	13650712
chr3	13650712
chr3	15731383
chr3	15798120
chr3	16512959
chr3	16513112
chr3	20185472
chr3	20185502
chr3	24494983
chr3	24494987
chr3	24495669
chr3	24495669
chr3	24495669
chr3	24495669
chr3	24495686
chr3	24495686
chr3	24495686
chr3	24495686
chr3	24495691
chr3	24495691
chr3	24495691
chr3	24495691
chr3	24495786
chr3	24495810
chr3	24495818
chr3	24495916
chr3	24508012
chr3	24683874
chr3	26624569
chr3	27632970
chr3	27632981
chr3	30696074
chr3	31452686
chr3	31452686
chr3	31452723
chr3	31452723
chr3	31452771
chr3	32402004
chr3	38950709
chr3	39347268
chr3	40908184
chr3	42263474
chr3	42263571
chr3	42654088
chr3	43997865
chr3	43998086
chr3	43998427
chr3	43998714
chr3	44021912
chr3	44022049
chr3	44022049
chr3	44022101
chr3	44022101
chr3	44022264
chr3	44022340
chr3	45167695
chr3	45167695
chr3	45167695
chr3	45167704
chr3	45167704
chr3	45167704
chr3	45943346
chr3	45943346
chr3	45943450
chr3	45943450
chr3	45996450
chr3	46898949
chr3	47002506
chr3	48415277
chr3	48415324
chr3	48465688
chr3	48465688
chr3	48466197
chr3	48466197
chr3	48466211
chr3	48466211
chr3	48466219
chr3	48466219
chr3	49089931
chr3	49358760
chr3	49358793
chr3	49358799
chr3	49929340
chr3	49929340
chr3	49930084
chr3	49930088
chr3	50238014
chr3	50273408
chr3	50345687
chr3	50345703
chr3	52221705
chr3	52221746
chr3	53328938
chr3	53748836
chr3	54033917
chr3	54033938
chr3	56458941
chr3	56469812
chr3	57164505
chr3	57999726
chr3	60631771
chr3	61251549
chr3	62368033
chr3	66017252
chr3	66387032
chr3	66393698
chr3	66405314
chr3	70852328
chr3	70852377
chr3	71063286
chr3	72411537
chr3	73624995
chr3	73625009
chr3	73625015
chr3	73625019
chr3	77038709
chr3	77038709
chr3	79502364
chr3	98733968
chr3	98734096
chr3	99876182
chr3	99876182
chr3	99876301
chr3	99876301
chr3	100429835
chr3	100429835
chr3	101252052
chr3	101565322
chr3	101827853
chr3	101827865
chr3	107521628
chr3	107525899
chr3	111978690
chr3	111978728
chr3	112333144
chr3	112767225
chr3	112974050
chr3	113184207
chr3	113286356
chr3	114293959
chr3	114293986
chr3	119322536
chr3	119322538
chr3	119322682
chr3	119810301
chr3	119810311
chr3	120450936
chr3	120450974
chr3	121772535
chr3	122022362
chr3	122022362
chr3	123209339
chr3	123291187
chr3	123291208
chr3	125698762
chr3	126102081
chr3	126394797
chr3	126394815
chr3	126394820
chr3	126394839
chr3	126476540
chr3	126476540
chr3	126721200
chr3	127456557
chr3	127457163
chr3	127457320
chr3	127586227
chr3	128424791
chr3	128492843
chr3	128493426
chr3	128493426
chr3	128493430
chr3	128493430
chr3	128617736
chr3	128698897
chr3	128991547
chr3	129026794
chr3	129278452
chr3	129344247
chr3	129428554
chr3	129428698
chr3	129428710
chr3	129441292
chr3	129441311
chr3	129557336
chr3	129558478
chr3	129563049
chr3	129605658
chr3	132033865
chr3	132034401
chr3	132285220
chr3	134364238
chr3	134405384
chr3	134405433
chr3	137998823
chr3	138097775
chr3	138833806
chr3	138937200
chr3	138937629
chr3	138938449
chr3	138939712
chr3	138950089
chr3	139934703
chr3	141312873
chr3	141442738
chr3	142962862
chr3	149812507
chr3	149812507
chr3	149812507
chr3	149812554
chr3	149812554
chr3	149812554
chr3	151384915
chr3	151385048
chr3	152299017
chr3	156794025
chr3	158097883
chr3	158098019
chr3	158098019
chr3	158098019
chr3	160039142
chr3	161104757
chr3	165196826
chr3	170356343
chr3	171458161
chr3	171459120
chr3	171459120
chr3	171459120
chr3	171459120
chr3	171459151
chr3	171459151
chr3	171459151
chr3	171459151
chr3	172140682
chr3	179145719
chr3	179451464
chr3	180037298
chr3	180037447
chr3	180037497
chr3	181696401
chr3	181696449
chr3	181703639
chr3	181719511
chr3	181723783
chr3	183099790
chr3	183099838
chr3	183178882
chr3	183179408
chr3	183179495
chr3	183254538
chr3	183825776
chr3	183825799
chr3	184156768
chr3	184156768
chr3	184315832
chr3	184324887
chr3	184324920
chr3	184572932
chr3	184579592
chr3	184583680
chr3	184631774
chr3	185499082
chr3	186193730
chr3	186996573
chr3	187020532
chr3	187020532
chr3	187020582
chr3	187020582
chr3	187138652
chr3	187368359
chr3	187368366
chr3	187368399
chr3	187738659
chr3	187738676
chr3	187739687
chr3	187739687
chr3	188951151
chr3	191330519
chr3	191330519
chr3	191330572
chr3	191330572
chr3	191330572
chr3	191330588
chr3	191330588
chr3	191330588
chr3	191330622
chr3	191330622
chr3	191330622
chr3	192409036
chr3	192409060
chr3	192409146
chr3	192409146
chr3	192409171
chr3	192409171
chr3	192409207
chr3	192409668
chr3	192914322
chr3	193688210
chr3	194485768
chr3	194487530
chr3	194687787
chr3	194687787
chr3	194687827
chr3	194687827
chr3	194688116
chr3	195620164
chr3	195807983
chr3	195872234
chr3	195874504
chr3	195874504
chr3	195874510
chr3	195874510
chr3	195875403
chr3	195886868
chr3	195887188
chr3	195888488
chr3	195888515
chr3	195982827
chr3	195982844
chr3	196141769
chr3	196220191
chr3	196338698
chr3	196625115
chr3	196625115
chr3	196625156
chr3	196625156
chr3	196890005
chr3	197027793
chr3	197027793
chr3	197394539
chr3	197394539
chr3	197394548
chr3	197394548
chr3	197545440
chr3	197620364
chr3	197620385
chr3	197620405
chr3	197665119
chr3	197665119
chr4	519205
chr4	519219
chr4	720717
chr4	720717
chr4	720727
chr4	720727
chr4	722076
chr4	722083
chr4	873023
chr4	883533
chr4	905987
chr4	906182
chr4	906196
chr4	912017
chr4	970180
chr4	970180
chr4	970180
chr4	970223
chr4	970223
chr4	970223
chr4	981033
chr4	1002387
chr4	1014950
chr4	1022293
chr4	1022545
chr4	1172740
chr4	1172743
chr4	1204490
chr4	1204520
chr4	1221324
chr4	1223433
chr4	1228050
chr4	1296780
chr4	1296780
chr4	1316090
chr4	1316090
chr4	1353151
chr4	1353378
chr4	1370258
chr4	1370359
chr4	1370382
chr4	1370556
chr4	1418032
chr4	1556724
chr4	1622156
chr4	1748715
chr4	1789840
chr4	1789858
chr4	1798427
chr4	1798464
chr4	1799336
chr4	1806859
chr4	1807080
chr4	1974634
chr4	1975668
chr4	1993309
chr4	2036625
chr4	2275986
chr4	2276025
chr4	2437670
chr4	2437670
chr4	2437696
chr4	2437696
chr4	2438004
chr4	2438004
chr4	2438013
chr4	2438013
chr4	2931289
chr4	3192141
chr4	3307157
chr4	3307157
chr4	3307206
chr4	3307206
chr4	3307342
chr4	3317942
chr4	3371279
chr4	3473601
chr4	3473601
chr4	3473645
chr4	3473645
chr4	3514807
chr4	4856871
chr4	4856871
chr4	4862761
chr4	4865375
chr4	4865375
chr4	4867364
chr4	4868759
chr4	6200826
chr4	6200831
chr4	7786217
chr4	7786217
chr4	7786217
chr4	7786233
chr4	7786233
chr4	7786233
chr4	7786256
chr4	7786256
chr4	7786256
chr4	7800511
chr4	7938852
chr4	7983511
chr4	8199398
chr4	8199398
chr4	8199401
chr4	8199401
chr4	8384461
chr4	8384471
chr4	8646438
chr4	10019010
chr4	10077740
chr4	10077740
chr4	11155717
chr4	12609731
chr4	13298876
chr4	13298883
chr4	15703057
chr4	15935675
chr4	15963120
chr4	24795297
chr4	24842540
chr4	26318245
chr4	27022864
chr4	37245205
chr4	38688866
chr4	38688866
chr4	38688881
chr4	38688881
chr4	38688936
chr4	39637669
chr4	39637669
chr4	39637707
chr4	39637707
chr4	39770231
chr4	40856948
chr4	40856967
chr4	40857232
chr4	40857276
chr4	42397781
chr4	42397781
chr4	42397826
chr4	42397826
chr4	42397826
chr4	42397834
chr4	42397834
chr4	42397841
chr4	42397841
chr4	44449509
chr4	48134217
chr4	48134263
chr4	48134435
chr4	48490208
chr4	48490287
chr4	48490327
chr4	52712192
chr4	53508082
chr4	54099696
chr4	54099696
chr4	54099737
chr4	54099737
chr4	55345905
chr4	56655491
chr4	56655979
chr4	56656466
chr4	61202581
chr4	65670468
chr4	68569532
chr4	71190492
chr4	71201418
chr4	71204950
chr4	71269817
chr4	74099509
chr4	74099545
chr4	74308363
chr4	76732190
chr4	76898381
chr4	76898381
chr4	76898421
chr4	76898421
chr4	76898535
chr4	79408293
chr4	79408327
chr4	79408329
chr4	79408332
chr4	79652079
chr4	80073396
chr4	80202459
chr4	80202967
chr4	82402432
chr4	84502149
chr4	85930246
chr4	85930258
chr4	85930272
chr4	87017680
chr4	88739086
chr4	99653298
chr4	99653439
chr4	99953669
chr4	99953669
chr4	101791059
chr4	101813595
chr4	101956975
chr4	103076295
chr4	103076730
chr4	103076812
chr4	108171568
chr4	108171613
chr4	110618196
chr4	110621288
chr4	110621317
chr4	117085463
chr4	118278466
chr4	118278491
chr4	119027350
chr4	119027387
chr4	121696152
chr4	121765114
chr4	121765164
chr4	123555539
chr4	128553439
chr4	128553463
chr4	138242626
chr4	139833296
chr4	140267187
chr4	145481388
chr4	145481388
chr4	145761420
chr4	152258315
chr4	153137231
chr4	153152328
chr4	153152328
chr4	153152349
chr4	153152349
chr4	153249631
chr4	153249670
chr4	153792596
